Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
1943,Crash Bandicoot N. Sane Trilogy,NS,Activision,Toys for Bob,6.0,1.11,0.44,0.57,0.02,0.09,29th Jun 18
1944,Plants vs. Zombies,DS,PopCap Games,PopCap Games,8.1,1.11,0.9,0.13,,0.09,18th Jan 11
1945,Transformers: The Game,PS2,Activision,Traveller's Tales,,1.11,0.63,0.37,0.0,0.11,26th Jun 07
1946,LEGO Marvel Super Heroes 2,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.11,0.33,0.6,0.0,0.18,14th Nov 17
1947,Disney Infinity 2.0: Marvel Super Heroes,X360,Disney Interactive Studios,Avalanche Software,,1.11,0.67,0.34,,0.1,23rd Sep 14
1948,Castlevania: Lords of Shadow,PS3,Konami,Mercury Steam,8.1,1.11,0.5,0.37,0.1,0.15,05th Oct 10
1949,Guitar Hero Encore: Rocks The 80s,PS2,RedOctane,Harmonix Music Systems,,1.11,0.92,0.04,,0.15,24th Jul 07
1950,Rock Band,PS2,MTV Games,Harmonix Music Systems,8.1,1.11,0.71,0.06,,0.35,18th Dec 07
1951,Tom Clancy's Splinter Cell: Chaos Theory,XB,Ubisoft,Ubisoft Montreal,9.4,1.11,0.68,0.38,,0.05,28th Mar 05
1952,Donkey Kong Jr.,NES,Nintendo,Nintendo R&D1,,1.11,0.33,0.07,0.7,0.01,01st Jun 86
1953,Fantasy Life,3DS,Nintendo,Level 5/Brownie Brown,6.9,1.09,0.28,0.38,0.37,0.06,24th Oct 14
1954,NBA Jam Tournament Edition,GEN,Acclaim Entertainment,Iguana Entertainment,,1.11,0.95,0.14,,0.03,30th May 95
1955,Mafia III,XOne,2K Games,Hangar 13,6.8,1.11,0.54,0.48,,0.09,07th Oct 16
1956,Red Dead Redemption: Undead Nightmare,X360,Rockstar Games,Rockstar San Diego,10.0,1.11,0.61,0.38,0.02,0.1,23rd Nov 10
1957,Metal Gear Solid HD Collection,PS3,Konami Digital Entertainment,Bluepoint Games,,1.11,0.52,0.44,,0.14,08th Nov 11
1958,EA Sports UFC,PS4,Electronic Arts,EA Canada,,1.11,0.49,0.43,0.01,0.18,17th Jun 14
1959,NCAA Football 13,X360,EA Sports,EA Tiburon,7.5,1.11,1.02,,,0.09,10th Jul 12
1960,Just Dance 2016,Wii,Ubisoft,Ubisoft Paris,,1.11,0.43,0.58,,0.09,20th Oct 15
1961,LEGO Star Wars III: The Clone Wars,DS,LucasArts,Traveller's Tales,6.3,1.1,0.62,0.38,,0.1,22nd Mar 11
1962,Megamania,2600,Activision,Activision,,1.1,1.03,0.06,,0.01,01st Jan 82
1963,Jungle Hunt,2600,Atari,Atari,,1.1,1.03,0.06,,0.01,01st Jan 83
1964,Triple Play 98,PS,EA Sports,EA Sports,,1.1,0.61,0.42,,0.07,30th Apr 97
1965,Need for Speed: ProStreet,Wii,Electronic Arts,EA Black Box,,1.1,0.53,0.45,,0.12,13th Nov 07
1966,Chocobo no Fushigi Dungeon,PS,Square,SquareSoft,,1.22,,,1.14,0.08,23rd Dec 97
1967,Chrono Trigger,DS,Square Enix,Square Enix,9.2,1.34,0.61,0.17,0.49,0.08,25th Nov 08
1968,Dragon Quest I & II,SNES,Enix,ChunSoft,,1.15,,,1.15,0.0,18th Dec 93
1969,F-Zero X,N64,Nintendo,Nintendo EAD,8.5,1.1,0.45,0.33,0.29,0.03,30th Sep 98
1970,Famicom Jump: Eiyuu Retsuden,NES,Bandai,TOSE,,1.1,,,1.1,0.0,15th Feb 89
1971,Lode Runner,NES,Broderbund,Hudson Soft,,1.1,,,1.1,0.0,01st Sep 87
1972,Madden NFL 07,X360,EA Sports,EA Tiburon,8.2,1.8,1.66,0.0,0.01,0.13,22nd Aug 06
1973,Metroid Prime 2: Echoes,GC,Nintendo,Retro Studios,9.2,1.33,0.87,0.35,0.07,0.04,15th Nov 04
1974,Ninja Gaiden Sigma,PS3,Tecmo,Team Ninja,8.8,1.15,0.57,0.32,0.09,0.16,03rd Jul 07
1975,Popeye,NES,Nintendo,Nintendo,,1.1,0.51,0.12,0.45,0.02,01st Jun 86
1976,StarCraft II: Heart of the Swarm,PC,Blizzard Entertainment,Blizzard Entertainment,8.9,1.67,0.85,0.68,,0.14,12th Mar 13
1977,"WarioWare, Inc.: Mega MicroGame$",GBA,Nintendo,Nintendo R&D1,,1.23,0.4,0.11,0.7,0.02,21st May 03
1978,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami,Konami,,1.1,,,1.1,0.0,08th Jul 99
1979,Sonic Free Riders,X360,Sega,O-TWO inc.,4.9,1.1,0.75,0.25,,0.1,04th Nov 10
1980,FIFA 18,NS,EA Sports,EA Vancouver,5.8,1.1,0.35,0.55,0.13,0.07,29th Sep 17
1981,GRID,PS3,Codemasters,Codemasters,8.6,1.1,0.31,0.57,0.03,0.19,03rd Jun 08
1982,NBA Live 2001,PS2,EA Sports,EA Canada,,1.1,0.52,0.4,0.04,0.13,22nd Jan 01
1983,SingStar Legends,PS2,Sony Computer Entertainment,SCEE London Studio,,1.1,0.12,0.75,,0.23,04th Nov 08
1984,SingStar Rocks!,PS2,Sony Computer Entertainment,SCEE London Studio,,1.1,,0.84,,0.25,14th Nov 06
1985,Petz Dogz 2,DS,Ubisoft,Yuke's Media Creations,,1.1,0.46,0.52,,0.12,14th Nov 07
1986,Skylanders SWAP Force,PS3,Activision,Unknown,,1.1,0.46,0.46,,0.18,13th Oct 13
1987,Medal of Honor: Airborne,X360,Electronic Arts,EA Los Angeles,,1.1,0.45,0.52,0.01,0.12,04th Sep 07
1988,Guitar Hero 5,PS3,Activision,Neversoft Entertainment,8.8,1.1,0.53,0.39,,0.17,01st Sep 09
1989,DJ Hero,X360,Activision,FreeStyleGames,8.4,1.09,0.59,0.39,,0.11,27th Oct 09
1990,Star Ocean: The Second Story,PS,Sony Computer Entertainment,tri-Ace,8.2,1.1,0.26,0.1,0.72,0.02,02nd Jun 99
1991,Untold Legends: Brotherhood of the Blade,PSP,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.33,0.01,0.22,22nd Mar 05
1992,Dragon Ball Z: The Legacy of Goku II,GBA,Atari,Webfoot Technologies,7.6,1.09,0.78,0.29,,0.02,17th Jun 03
1993,Lightning Returns: Final Fantasy XIII,PS3,Square Enix,Unknown,,1.09,0.31,0.22,0.45,0.11,11th Feb 14
1994,NERF N-Strike,Wii,Electronic Arts,EA Salt Lake,,1.09,0.91,0.09,,0.09,28th Oct 08
1995,Toy Story 3: The Video Game,PS3,Disney Interactive Studios,Avalanche Software,7.5,1.09,0.51,0.41,,0.17,15th Jun 10
1996,WWE SmackDown vs. Raw 2011,PS3,THQ,JAKKS Pacific,,1.09,0.44,0.46,0.01,0.18,26th Oct 10
1997,BeatMania,PS,Konami,Konami,,1.09,,,1.07,0.02,01st Oct 98
1998,NFL 2K1,DC,Sega,Visual Concepts,9.6,1.09,1.02,0.05,,0.02,07th Sep 00
1999,Super Ghouls 'n Ghosts,SNES,Capcom,Capcom,,1.18,0.5,0.14,0.52,0.02,01st Nov 91
2000,Madden NFL 2004,XB,EA Sports,EA Tiburon,,1.09,1.02,0.02,,0.05,12th Aug 03
2001,Bully: Scholarship Edition,X360,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.42,0.03,0.11,05th Mar 08
2002,Star Wars: The Force Unleashed,PSP,LucasArts,Krome Studios,7.1,1.09,0.43,0.41,,0.24,16th Sep 08
2003,The Godfather,PS2,Electronic Arts,Headgate,,1.09,0.89,0.03,0.01,0.15,21st Mar 06
2004,Alien: Isolation,PS4,Sega,Creative Assembly,,1.09,0.29,0.59,0.05,0.16,07th Oct 14
2005,Star Wars: Bounty Hunter,PS2,LucasArts,LucasArts,,1.09,0.53,0.42,,0.14,22nd Nov 02
2006,Imagine: Babysitters,DS,Ubisoft,Visual Impact,,1.09,0.63,0.36,,0.1,07th Oct 08
2007,Namco Museum Battle Collection,PSP,Namco,Namco Tales Studio,7.9,1.09,0.75,0.18,,0.16,23rd Aug 05
2008,Skate 2,X360,Electronic Arts,EA Black Box,8.2,1.09,0.82,0.17,0.01,0.09,21st Jan 09
2009,NFL Blitz 2000,PS,Midway Games,Midway Games,,1.09,0.6,0.41,,0.07,17th Aug 99
2010,NASCAR Thunder 2004,PS2,EA Sports,EA Tiburon,,1.08,0.53,0.41,,0.14,16th Sep 03
2011,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,THQ,Big Sky Software,,1.08,0.53,0.41,,0.14,21st Nov 02
2012,Dante's Inferno,PS3,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.28,0.04,0.12,09th Feb 10
2013,Fisherman's Bass Club,PS2,Agetec,Vingt-et-un Systems,,1.08,0.53,0.41,,0.14,30th Nov 02
2014,Virtua Fighter 5,PS3,Sega,Sega-AM2,8.7,1.08,0.29,0.52,0.08,0.2,20th Feb 07
2015,Pro Evolution Soccer 2014,PS3,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.46,0.51,0.08,24th Sep 13
2016,Joust,2600,Atari,Atari,,1.08,1.01,0.06,,0.01,01st Jan 83
2017,The Simpsons Game,PSP,Electronic Arts,EA Redwood Shores,6.0,1.08,0.24,0.54,,0.3,05th Nov 07
2018,Tom Clancy's Ghost Recon 2,PS2,Ubisoft,Red Storm Entertainment,,1.08,0.64,0.34,,0.1,30th Nov 04
2019,Mega Man 3,NES,Capcom,Capcom,,1.17,0.68,0.1,0.39,,01st Nov 90
2020,Ready 2 Rumble Boxing,PS,Midway Games,Point of View,7.6,1.08,0.6,0.41,,0.07,31st Oct 99
2021,Dragon Ball Z: Taiketsu,GBA,Atari,Webfoot Technologies,3.8,1.08,0.77,0.29,,0.02,24th Nov 03
2022,Grand Theft Auto: Chinatown Wars,PSP,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.5,0.03,0.27,20th Oct 09
2023,Disney's Lilo & Stitch,GBA,Disney Interactive Studios,Digital Eclipse,8.0,1.08,0.77,0.29,,0.02,07th Jun 02
2024,Star Fox: Assault,GC,Nintendo,Namco,6.6,1.08,0.68,0.18,0.19,0.03,14th Feb 05
2025,FIFA Soccer 11,Wii,EA Sports,EA Canada,7.0,1.08,0.26,0.69,,0.12,28th Sep 10
2026,LEGO Star Wars II: The Original Trilogy,DS,LucasArts,Amaze Entertainment,4.9,1.07,0.96,0.03,,0.08,12th Sep 06
2027,Marvel vs. Capcom 3: Fate of Two Worlds,X360,Capcom,Capcom,8.4,1.07,0.79,0.18,0.03,0.08,15th Feb 11
2028,Doko Demo Issyo,PS,Sony Computer Entertainment,bexide,,1.07,,,1.0,0.07,22nd Jul 99
2029,Call of Duty 3,PS2,Activision,Treyarch,8.2,1.07,0.89,0.03,,0.15,07th Nov 06
2030,The Biggest Loser,Wii,THQ,Blitz Games,7.7,1.07,0.86,0.12,,0.09,06th Oct 09
2031,Prince of Persia,PS3,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.41,0.03,0.17,02nd Dec 08
2032,Skylanders Giants,PS3,Activision,Toys for Bob,,1.07,0.38,0.52,,0.18,21st Oct 12
2033,Imagine: Fashion Designer New York,DS,Ubisoft,Virtual Toys / Lexis Numerique,,1.07,0.65,0.32,,0.1,13th Oct 08
2034,Tiger Woods PGA Tour 10,Wii,EA Sports,EA Tiburon,9.0,1.07,0.6,0.37,,0.1,08th Jun 09
2035,Championship Manager 99/00,PC,Eidos Interactive,Sports Interactive,,1.07,,0.98,,0.09,01st Jan 00
2036,Virtua Fighter,SAT,Sega,Sega-AM2,9.0,1.07,0.17,0.12,0.77,0.02,11th May 95
2037,MySims Agents,DS,Electronic Arts,EA Redwood Shores,,1.07,0.54,0.42,0.0,0.11,29th Sep 09
2038,WWE SmackDown vs. Raw 2010,PS2,THQ,JAKKS Pacific,,1.07,0.53,0.01,,0.54,20th Oct 09
2039,Pro Evolution Soccer 2008,X360,Konami,Konami,,1.07,0.08,0.9,0.04,0.05,12th Mar 08
2040,Tomb Raider: Underworld,X360,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.42,0.01,0.11,18th Nov 08
2041,NHL 99,PS,EA Sports,EA Canada,,1.07,0.59,0.4,,0.07,30th Sep 98
2042,Naruto: Ultimate Ninja Storm,PS3,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.34,0.09,0.15,04th Nov 08
2043,Ridge Racer Revolution,PS,Namco,Namco,,1.07,0.17,0.12,0.71,0.07,30th Sep 96
2044,World Tour Soccer,PSP,Sony Computer Entertainment,SCEE London Studio,7.0,1.07,0.1,0.63,,0.34,14th Mar 05
2045,Hot Wheels Turbo Racing,PS,Electronic Arts,Stormfront Studios,,1.07,0.59,0.4,,0.07,22nd Sep 99
2046,The Orange Box,PS3,Electronic Arts,EA UK,8.7,1.07,0.28,0.58,,0.21,11th Dec 07
2047,Spore Creatures,DS,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.3,0.0,0.1,07th Sep 08
2048,NCAA Football 99,PS,EA Sports,EA Tiburon,,1.06,0.59,0.4,,0.07,01st Aug 98
2049,Mortal Kombat: Armageddon,PS2,Midway Games,Midway Games,7.4,1.06,0.88,0.04,,0.14,09th Oct 06
2050,Freekstyle,PS2,EA Sports BIG,Page 44 Studios,,1.06,0.52,0.41,,0.14,17th Jun 02
2051,DiRT 3,PS3,Codemasters,Codemasters,9.0,1.06,0.27,0.58,0.01,0.2,24th May 11
2052,Simple 1500 Series Vol. 1: The Mahjong,PS,D3 Publisher,Chat Noir,,1.06,,,0.99,0.07,22nd Oct 98
2053,MLB The Show 18,PS4,Sony Interactive Entertainment,SIE San Diego Studio,,1.06,0.86,,,0.2,27th Mar 18
2054,Football Manager 2013,PC,Sega,Sports Interactive,,1.06,,0.96,,0.1,01st Nov 12
2055,NBA Street V3,PS2,EA Sports BIG,EA Canada,,1.06,0.52,0.41,,0.14,08th Feb 05
2056,Hulk,PS2,Universal Interactive,Radical Entertainment,,1.06,0.52,0.41,,0.14,27th May 03
2057,Endless Ocean,Wii,Nintendo,Arika,6.8,1.06,0.43,0.46,0.09,0.09,21st Jan 08
2058,NFL Blitz,N64,Midway Games,Midway Games,,1.06,1.02,0.04,,0.01,09th Sep 98
2059,NFL Quarterback Club 98,N64,Acclaim Entertainment,Iguana Entertainment,,1.06,1.01,0.05,,0.01,24th Oct 97
2060,Sonic Generations,3DS,Sega,Sonic Team,6.3,1.06,0.44,0.52,0.01,0.08,22nd Nov 11
2061,Wario Land: Shake It!,Wii,Nintendo,Good-Feel,7.3,1.15,0.59,0.31,0.15,0.1,22nd Sep 08
2062,Aliens vs Predator,X360,Sega,Rebellion Developments,6.0,1.06,0.55,0.4,,0.11,16th Feb 10
2063,Warhawk,PS3,Sony Computer Entertainment,Incognito Entertainment,8.4,1.06,0.49,0.39,,0.17,28th Aug 07
2064,Spider-Man 2,GBA,Activision,Digital Eclipse,7.0,1.06,0.76,0.28,,0.02,29th Jun 04
2065,Seek and Destroy,PS2,Conspiracy Entertainment,Barnhouse Effect,5.6,1.06,0.52,0.4,,0.14,11th Dec 02
2066,Darksiders,X360,THQ,Vigil Games,7.8,1.06,0.67,0.28,0.01,0.1,05th Jan 10
2067,LEGO The Lord of the Rings,PS3,Warner Bros. Interactive Entertainment,Unknown,,1.06,0.37,0.52,,0.16,13th Nov 12
2068,Mercenaries 2: World in Flames,X360,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.3,0.01,0.1,31st Aug 08
2069,Sega Superstars Tennis,Wii,Sega,Sumo Digital,7.0,1.06,0.28,0.65,,0.13,18th Mar 08
2070,Call of Duty 4: Modern Warfare,DS,Activision,n-Space,7.3,1.05,0.95,0.02,0.01,0.08,05th Nov 07
2071,DiRT,PS3,Codemasters,Codemasters,8.3,1.05,0.16,0.66,,0.23,11th Sep 07
2072,Resident Evil: The Darkside Chronicles,Wii,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.31,0.2,0.09,17th Nov 09
2073,Dora the Explorer: Dora Saves the Mermaids,DS,2K Play,Black Lantern Studios,,1.05,0.97,0.01,,0.08,05th Nov 07
2074,Cosmic Ark,2600,Imagic,Imagic,,1.05,0.99,0.05,,0.01,01st Jan 82
2075,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Sony Computer Entertainment,Zipper Interactive,8.2,1.05,0.81,0.11,,0.13,07th Nov 06
2076,Disney Infinity,PS3,Disney Interactive Studios,Unknown,,1.05,0.53,0.34,,0.18,18th Aug 13
2077,UFC Undisputed 3,PS3,THQ,Yukie's Osaka,,1.05,0.55,0.33,0.03,0.14,14th Feb 12
2078,Defender,2600,Atari,Atari,,1.05,0.99,0.05,,0.01,01st Jan 81
2079,MySims Agents,Wii,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.32,0.0,0.1,29th Sep 09
2080,Lego Marvel Super Heroes: Universe in Peril,3DS,Warner Bros. Interactive Entertainment,TT Fusion,,1.05,0.42,0.5,0.04,0.08,22nd Oct 13
2081,Adventure Island,NES,Hudson Soft,Hudson Soft / West One,,1.05,,,1.05,0.0,01st Sep 88
2082,Arc the Lad II,PS,Sony Computer Entertainment,ARC Entertainment,,1.05,,,0.92,0.13,20th Jun 96
2083,Derby Stallion 96,SNES,ASCII Entertainment,ASCII Entertainment,,1.05,,,1.04,0.01,15th Mar 96
2084,F-Zero: Maximum Velocity,GBA,Nintendo,"Nd Cube Co., Ltd.",8.7,1.04,0.39,0.16,0.37,0.12,12th Jun 01
2085,Mario Superstar Baseball,GC,Nintendo,Namco / NOW Production,7.2,1.46,0.93,0.24,0.25,0.04,29th Aug 05
2086,Tag Team Match M.U.S.C.L.E.,NES,Bandai,Bandai,,1.05,,,1.05,0.0,01st Oct 86
2087,Virtua Tennis 3,PS3,Sega,Sega-AM3,,1.05,0.23,0.58,0.03,0.21,20th Mar 07
2088,NBA 2K3,PS2,Sega,Visual Concepts,,1.05,0.51,0.4,,0.13,08th Oct 02
2089,The Evil Within 2,PS4,Bethesda Softworks,Tango Gameworks,,1.05,0.31,0.49,0.09,0.15,13th Oct 17
2090,The Simpsons: Road Rage,XB,Electronic Arts,Radical Entertainment,,1.05,0.78,0.26,,0.01,01st Dec 01
2091,Dave Mirra Freestyle BMX,PS,Acclaim Entertainment,"Z-Axis, Ltd.",7.4,1.05,0.91,0.11,,0.03,26th Sep 00
2092,Forza Motorsport,XB,Microsoft Game Studios,Turn 10 Studios,9.2,1.05,0.52,0.51,,0.02,03rd May 05
2093,Disney Universe,Wii,Disney Interactive Studios,Disney Interactive Studios,,1.05,0.66,0.28,,0.1,25th Oct 11
2094,Rocksmith 2014,PS3,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.26,0.05,0.17,22nd Oct 13
2095,Imagine: Animal Doctor,DS,Ubisoft,Virtual Toys / Lexis Numerique,,1.05,0.45,0.48,,0.11,23rd Oct 07
2096,Sonic & SEGA All-Stars Racing,DS,Sega,Sumo Digital,8.3,1.05,0.43,0.51,,0.11,23rd Feb 10
2097,MVP Baseball 2003,PS2,EA Sports,EA Sports,,1.04,0.51,0.4,,0.13,10th Mar 03
2098,Legacy of Kain: Soul Reaver,PS,Eidos Interactive,Crystal Dynamics,8.9,1.04,0.58,0.4,,0.07,16th Aug 99
2099,WWE SmackDown vs. Raw 2010,X360,THQ,JAKKS Pacific,8.2,1.04,0.56,0.37,0.01,0.1,20th Oct 09
2100,Sleeping Dogs,PS3,Square Enix,United Front Games,8.1,1.04,0.31,0.5,0.05,0.17,14th Aug 12
2101,Aliens vs Predator,PS3,Sega,Rebellion Developments,6.1,1.04,0.41,0.46,,0.18,16th Feb 10
2102,Prey (2017),PS4,Bethesda Softworks,Arkane Studios,,1.04,0.25,0.62,0.02,0.16,05th May 17
2103,ATV: Quad Power Racing,PS,Acclaim Entertainment,Climax Group,,1.04,0.58,0.39,,0.07,23rd Aug 00
2104,Mega Man X4,PS,Capcom,Capcom,,1.04,0.45,0.3,0.22,0.07,01st Jan 97
2105,Naruto: Clash of Ninja 2,GC,D3 Publisher,8ing/Raizing,7.4,1.04,0.44,0.12,0.45,0.03,26th Sep 06
2106,Dance Dance Revolution SuperNOVA,PS2,Konami,Konami Computer Entertainment Tokyo,,1.04,0.87,0.03,,0.14,26th Sep 06
2107,Bomberman 64,N64,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.2,0.31,0.03,02nd Dec 97
2108,Final Fantasy XII: Revenant Wings,DS,Square Enix,Square Enix / Think and Feel Inc.,8.2,1.37,0.33,0.41,0.54,0.1,20th Nov 07
2109,Jeremy McGrath Supercross 98,PS,Acclaim Entertainment,Acclaim Entertainment,,1.04,0.91,0.1,,0.03,31st May 98
2110,Monster Rancher,PS,Tecmo,Tecmo,,1.01,0.12,0.08,0.74,0.07,30th Nov 97
2111,Dance on Broadway,Wii,Ubisoft,Longtail Studios,,1.04,0.27,0.65,,0.12,15th Jun 10
2112,WipEout Pure,PSP,Sony Computer Entertainment,Studio Liverpool,9.1,1.04,0.47,0.34,,0.23,16th Mar 05
2113,LEGO Pirates of the Caribbean: The Video Game,X360,Disney Interactive Studios,Traveller's Tales,7.2,1.04,0.54,0.4,,0.1,10th May 11
2114,Need for Speed: Most Wanted,XB,Electronic Arts,EA Canada,,1.04,0.53,0.46,,0.05,15th Nov 05
2115,Diablo III: Ultimate Evil Edition,XOne,Blizzard Entertainment,Blizzard Entertainment,,1.04,0.62,0.32,,0.09,19th Aug 14
2116,MotorStorm: Arctic Edge,PSP,Sony Computer Entertainment,Bigbig Studios,7.7,1.04,0.16,0.58,0.0,0.3,29th Sep 09
2117,Brink,X360,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.35,0.01,0.09,10th May 11
2118,Disney Infinity 2.0: Marvel Super Heroes,PS3,Disney Interactive Studios,Avalanche Software,,1.04,0.52,0.34,,0.18,23rd Sep 14
2119,ZhuZhu Pets,DS,Activision,Black Lantern Studios,,1.04,0.68,0.27,,0.09,23rd Mar 10
2120,The Simpsons Game,X360,Electronic Arts,EA Redwood Shores,6.9,1.04,0.54,0.39,,0.11,30th Oct 07
2121,LEGO Indiana Jones: The Original Adventures,PS3,LucasArts,Traveller's Tales,7.7,1.03,0.44,0.43,,0.17,03rd Jun 08
2122,MX vs. ATV Unleashed,PS2,THQ,Rainbow Studios,,1.03,0.86,0.03,,0.14,16th Mar 05
2123,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Ubisoft,Red Storm Entertainment / Ubisoft Paris,,1.03,0.34,0.48,0.02,0.19,23rd Aug 07
2124,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,Hyde,,1.03,0.57,0.35,0.02,0.1,27th Oct 09
2125,FIFA Soccer 08,Wii,EA Sports,EA Canada,,1.03,0.32,0.59,0.01,0.12,09th Oct 07
2126,Guinness World Records: The Videogame,Wii,Warner Bros. Interactive,Traveller's Tales,,1.03,0.46,0.47,,0.11,11th Nov 08
2127,NCAA March Madness 2004,PS2,EA Sports,NuFX,,1.03,0.5,0.39,,0.13,17th Nov 03
2128,Junior Brain Trainer,DS,Take-Two Interactive,Sanuk Games,,1.03,0.23,0.71,,0.09,03rd Nov 09
2129,Active Life: Outdoor Challenge,Wii,Namco Bandai,High Horse Entertainment,,1.54,0.78,0.43,0.19,0.14,09th Sep 08
2130,Bomberman,NES,Hudson Soft,Hudson Soft,,1.03,0.18,,0.85,,01st Jan 89
2131,Donkey Kong Land III,GB,Nintendo,Rare Ltd.,,1.03,0.68,0.31,,0.04,01st Sep 97
2132,Final Fight 2,SNES,Capcom,Capcom,,1.02,0.39,0.12,0.49,0.02,01st Aug 93
2133,Tomb Raider,PC,Eidos Interactive,Core Design Ltd.,8.7,1.03,0.96,0.07,,,14th Nov 96
2134,Just Dance 2014,X360,Ubisoft,Ubisoft Paris,7.6,1.03,0.75,0.18,,0.1,08th Oct 13
2135,Sonic Unleashed,PS3,Sega,Sonic Team,5.3,1.03,0.56,0.32,0.01,0.14,09th Dec 08
2136,The Elder Scrolls III: Morrowind Game of the Year Edition,XB,Bethesda Softworks,Bethesda Softworks,8.3,1.03,0.77,0.22,,0.04,31st Oct 03
2137,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.36,0.26,0.08,03rd Dec 07
2138,Tiger Woods PGA Tour 08,Wii,Electronic Arts,EA Salt Lake,7.4,1.02,0.93,0.01,,0.08,28th Aug 07
2139,LEGO Indiana Jones 2: The Adventure Continues,X360,LucasArts,Traveller's Tales,,1.02,0.62,0.31,,0.09,17th Nov 09
2140,Pokémon Conquest,DS,Nintendo,Tecmo Koei Games,,1.02,0.56,0.05,0.37,0.05,18th Jun 12
2141,Dead Space 3,PS3,Electronic Arts,Visceral Games,,1.02,0.45,0.4,,0.17,05th Feb 13
2142,LEGO Jurassic World,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,,1.02,0.36,0.49,,0.17,12th Jun 15
2143,Shrek 2,GC,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.26,0.01,0.03,28th Apr 04
2144,Petz: Catz 2,DS,Ubisoft,Yuke's Media Creations,,1.02,0.51,0.4,,0.11,14th Nov 07
2145,We Ski,Wii,Namco Bandai,Bandai Namco Games,7.1,1.68,0.97,0.41,0.14,0.15,13th May 08
2146,Bulletstorm,X360,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.32,0.01,0.08,22nd Feb 11
2147,The Lost World: Jurassic Park,PS,Electronic Arts,DreamWorks Interactive,,1.02,0.57,0.39,,0.07,31st Aug 97
2148,Assassin's Creed: Rogue,X360,Ubisoft,Ubisoft Sofia,,1.02,0.59,0.34,,0.09,11th Nov 14
2149,Madden NFL 07,XB,EA Sports,EA Tiburon,8.4,1.02,0.97,0.03,,0.03,22nd Aug 06
2150,Wall-E,Wii,THQ,Heavy Iron Studios,,1.02,0.51,0.4,,0.11,24th Jun 08
2151,Rock Band 2,Wii,MTV Games,Harmonix Music Systems,9.0,1.02,0.93,0.01,,0.08,18th Dec 08
2152,Harry Potter and the Prisoner of Azkaban,PS2,Electronic Arts,Electronic Arts,,1.02,0.5,0.39,,0.13,02nd Jun 04
2153,Naruto: Clash of Ninja Revolution,Wii,Tomy Corporation,8ting/Raizing,,1.02,0.44,0.46,,0.11,23rd Oct 07
2154,The Elder Scrolls Online,PC,Bethesda Softworks,ZeniMax Online Studios,,1.02,0.35,0.59,,0.08,04th Apr 14
2155,Pong: The Next Level,PS,Hasbro Interactive,Supersonic Software,,1.01,0.56,0.38,,0.07,31st Oct 99
2156,NBA 2K16,X360,2K Sports,Visual Concepts,,1.01,0.86,0.05,,0.11,29th Sep 15
2157,MLB 15: The Show,PS4,Sony Computer Entertainment America,SCE San Diego Studio,,1.01,0.75,0.08,,0.19,31st Mar 15
2158,The Simpsons Game,Wii,Electronic Arts,EA Redwood Shores,,1.01,0.45,0.46,,0.11,30th Oct 07
2159,Steep,PS4,Ubisoft,Ubisoft Annecy,,1.01,0.23,0.6,0.02,0.15,02nd Dec 16
2160,Just Cause 3,XOne,Square Enix,Avalanche Studios,7.0,1.01,0.52,0.41,,0.09,01st Dec 15
2161,F1 2012,PS3,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.65,0.05,0.18,18th Sep 12
2162,EyePet,PS3,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.52,0.04,0.09,17th Sep 10
2163,Madden NFL 16,X360,EA Sports,EA Tiburon,8.0,1.01,0.88,0.02,,0.11,25th Aug 15
