Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Year
213,Assassin's Creed II,X360,Ubisoft,Ubisoft Montreal,9.1,5.3,3.14,1.55,0.08,0.52,17th Nov 09
214,Donkey Kong 64,N64,Nintendo,Rare Ltd.,9.3,5.27,3.33,0.79,1.09,0.06,22nd Nov 99
215,Just Dance 2,Wii,Ubisoft,Ubisoft Paris,7.3,9.45,5.8,2.86,0.01,0.77,12th Oct 10
216,Tomb Raider II,PS,Eidos Interactive,Core Design Ltd.,7.6,5.24,2.3,2.46,0.2,0.28,31st Oct 97
217,Madden NFL 2004,PS2,EA Sports,EA Tiburon,9.5,5.23,4.26,0.26,0.01,0.71,12th Aug 03
218,Call of Duty: Advanced Warfare,XOne,Activision,Sledgehammer Games,8.3,5.22,3.25,1.49,0.01,0.48,04th Nov 14
219,Fallout: New Vegas,PC,Bethesda Softworks,Obsidian Entertainment,8.3,1.17,0.59,0.45,,0.13,19th Oct 10
220,Gran Turismo 6,PS3,Sony Computer Entertainment America,Polyphony Digital,,3.54,0.77,1.87,0.41,0.49,06th Dec 13
221,Kingdom Hearts II,PS2,Square Enix,Square Enix,8.3,4.33,2.2,0.58,1.38,0.17,28th Mar 06
222,Nintendo Land,WiiU,Nintendo,Nintendo,7.5,4.63,2.52,1.23,0.51,0.38,18th Nov 12
223,Super Mario Land 3: Wario Land,GB,Nintendo,Nintendo R&D1,7.9,5.19,2.49,0.98,1.57,0.15,09th Feb 94
224,Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo,Rare Ltd.,9.3,5.15,2.1,0.74,2.2,0.11,20th Nov 95
225,Medal of Honor: Rising Sun,PS2,Electronic Arts,EA Los Angeles,5.9,5.13,1.98,2.23,0.13,0.8,11th Nov 03
226,Battlefield 1,XOne,Electronic Arts,EA DICE,9.3,5.13,3.37,1.26,0.02,0.48,21st Oct 16
227,Kirby's Dream Land,GB,Nintendo,HAL Laboratory,,5.13,2.71,0.61,1.7,0.11,01st Aug 92
228,Microsoft Flight Simulator,PC,Microsoft,Microsoft,7.0,5.12,3.22,1.69,,0.2,31st Oct 96
229,Guitar Hero II,PS2,RedOctane,Harmonix Music Systems,9.2,5.12,3.81,0.63,,0.68,07th Nov 06
230,FIFA 13,X360,EA Sports,EA Canada,,5.11,1.1,3.49,0.03,0.5,25th Sep 12
231,Resident Evil 5,PS3,Capcom,Capcom,8.6,5.1,1.96,1.42,1.08,0.64,13th Mar 09
232,Fable III,X360,Microsoft Game Studios,Lionhead Studios,7.8,5.1,3.59,1.09,0.05,0.37,26th Oct 10
233,Mario & Sonic at the Olympic Games,DS,Sega,Sega,7.0,5.1,1.63,2.46,0.44,0.57,22nd Jan 08
234,Grand Theft Auto: Vice City Stories,PSP,Rockstar Games,Rockstar Leeds,8.4,5.08,1.7,2.03,0.16,1.19,31st Oct 06
235,FIFA Soccer 11,PS3,EA Sports,EA Canada,8.7,5.08,0.61,3.28,0.06,1.12,28th Sep 10
236,Super Mario Bros. Deluxe,GB,Nintendo,Nintendo EAD,9.7,5.07,3.4,1.3,0.15,0.22,30th Apr 99
237,Final Fantasy XV,PS4,Square Enix,Square Enix,8.1,5.07,1.81,1.53,1.05,0.68,29th Nov 16
238,Fallout 4,XOne,Bethesda Softworks,Bethesda Game Studios,8.4,5.03,2.94,1.62,0.02,0.45,10th Nov 15
239,Tony Hawk's Pro Skater,PS,Activision,Neversoft Entertainment,9.6,5.02,3.42,1.38,0.02,0.2,31st Aug 99
240,Warzone 2100,PS,Eidos Interactive,Pumpkin Studios,,5.01,2.79,1.89,,0.33,31st May 99
241,Gears of War,X360,Microsoft Game Studios,Epic Games,9.4,6.09,3.54,1.88,0.07,0.6,07th Nov 06
242,Gears of War 2,X360,Microsoft Game Studios,Epic Games,9.4,6.75,4.15,1.91,0.06,0.64,07th Nov 08
243,Halo 5: Guardians,XOne,Microsoft Studios,343 Industries,8.6,4.92,2.94,1.49,0.03,0.45,27th Oct 15
244,Halo: Combat Evolved,XB,Microsoft,Bungie Studios,9.5,6.43,4.98,1.3,0.08,0.07,14th Nov 01
245,Guitar Hero III: Legends of Rock,PS2,RedOctane,BudCat Creations,8.2,4.98,3.49,0.01,0.01,1.48,28th Oct 07
246,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment,Naughty Dog,8.7,4.97,2.32,1.73,0.12,0.8,16th Nov 07
247,Resident Evil 2,PS,Capcom,Capcom,9.3,5.82,1.88,1.47,2.02,0.45,21st Jan 98
248,Fallout 3,X360,Bethesda Softworks,Bethesda Game Studios,9.0,4.96,3.41,0.99,0.09,0.46,28th Oct 08
249,Splatoon,WiiU,Nintendo,Nintendo EAD,8.4,4.71,1.58,1.3,1.56,0.27,29th May 15
250,Madden NFL 06,PS2,EA Sports,EA Tiburon,9.1,4.91,3.98,0.26,0.01,0.66,08th Aug 05
251,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix,Level 5 / Armor Project,8.6,5.21,0.65,0.75,3.61,0.2,15th Nov 05
252,Monster Hunter Freedom 3,PSP,Capcom,Capcom,,4.87,,0.0,4.87,0.0,01st Dec 10
253,Diddy Kong Racing,N64,Nintendo,Rare Ltd.,8.3,4.88,2.91,0.99,0.89,0.1,24th Nov 97
254,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,Nintendo,ChunSoft,6.4,4.94,1.83,1.19,1.54,0.37,20th Apr 08
255,Call of Duty: Black Ops IIII,XOne,Activision,Treyarch,,4.85,3.27,1.12,,0.46,12th Oct 18
256,Dr. Mario,NES,Nintendo,Nintendo R&D1,,4.85,2.62,0.6,1.52,0.1,01st Oct 90
257,Spyro the Dragon,PS,Sony Computer Entertainment,Insomniac Games,8.7,5.0,3.36,1.36,0.07,0.21,10th Sep 98
258,Crash Bandicoot N. Sane Trilogy,PS4,Activision,Vicarious Visions,,4.83,1.09,2.92,0.07,0.74,30th Jun 17
259,Assassin's Creed,PS3,Ubisoft,Ubisoft Montreal,8.2,4.83,1.91,2.01,0.09,0.82,13th Nov 07
260,Call of Duty: Infinite Warfare,XOne,Activision,Infinity Ward,,4.79,2.91,1.44,,0.44,04th Nov 16
261,Crash Team Racing,PS,Sony Computer Entertainment,Naughty Dog,9.2,4.79,2.57,1.57,0.44,0.21,30th Sep 99
262,LEGO Star Wars: The Complete Saga,DS,LucasArts,Traveller's Tales,7.8,4.77,2.83,1.49,,0.45,06th Nov 07
263,The Legend of Zelda: Phantom Hourglass,DS,Nintendo,Nintendo EAD,9.1,5.09,1.85,1.8,0.95,0.48,02nd Oct 07
264,Batman: Arkham City,X360,Warner Bros. Interactive,Rocksteady Studios,9.5,4.75,2.99,1.28,0.04,0.44,18th Oct 11
265,Driver 2,PS,Atari,Reflections Interactive,7.0,4.73,2.36,2.1,0.02,0.25,13th Nov 00
266,The Simpsons: Hit & Run,PS2,VU Games,Radical Entertainment,7.7,4.7,1.73,2.19,,0.79,16th Sep 03
267,The Witcher 3: Wild Hunt,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,1.74,0.97,0.61,0.01,0.15,19th May 15
268,World of Warcraft: Cataclysm,PC,Blizzard Entertainment,Blizzard Entertainment,9.0,2.09,1.77,0.32,,,07th Dec 10
269,Tony Hawk's Pro Skater 2,PS,Activision,Neversoft Entertainment,9.3,4.68,3.05,1.41,0.02,0.2,20th Sep 00
270,Gran Turismo,PSP,Sony Computer Entertainment,Polyphony Digital,7.7,2.93,0.43,1.4,0.31,0.78,01st Oct 09
271,The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Stormfront Studios,8.3,4.67,1.94,1.95,0.08,0.7,21st Oct 02
272,Nintendogs + cats,3DS,Nintendo,Nintendo EAD,7.2,4.15,1.44,1.69,0.73,0.29,27th Mar 11
273,Tomb Raider,PS,Eidos Interactive,Core Design Ltd.,8.9,4.63,2.29,1.97,0.13,0.24,14th Nov 96
274,God of War,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,4.45,2.71,1.29,0.02,0.43,22nd Mar 05
275,The Legend of Zelda: A Link to the Past,SNES,Nintendo,Nintendo EAD,10.0,4.61,2.42,0.91,1.15,0.13,13th Apr 92
276,Forza Motorsport 4,X360,Microsoft Studios,Turn 10 Studio,9.1,4.6,2.08,1.98,0.06,0.49,11th Oct 11
277,Guitar Hero III: Legends of Rock,Wii,RedOctane,Vicarious Visions,8.6,4.6,3.04,1.12,0.0,0.44,28th Oct 07
278,Mario & Luigi: Bowser's Inside Story,DS,Nintendo,AlphaDream Corporation,9.1,3.77,2.23,0.47,0.81,0.27,14th Sep 09
279,FIFA 15,PS3,EA Sports,EA Canada,6.9,4.56,0.59,3.25,0.04,0.68,23rd Sep 14
280,Mario & Sonic at the Olympic Winter Games,Wii,Sega,Sega,6.8,4.54,1.87,1.97,0.22,0.48,13th Oct 09
281,Overwatch,PS4,Blizzard Entertainment,Blizzard Entertainment,8.8,4.54,1.84,1.8,0.17,0.73,24th May 16
282,Madden NFL 2005,PS2,EA Sports,EA Tiburon,9.5,4.53,4.18,0.26,0.01,0.08,09th Aug 04
283,Guitar Hero III: Legends of Rock,X360,RedOctane,Neversoft,8.7,4.53,3.19,0.91,0.01,0.42,28th Oct 07
284,Star Wars Battlefront II (2017),PS4,Electronic Arts,EA DICE,,4.53,1.7,1.99,0.12,0.73,17th Nov 17
285,LittleBigPlanet,PS3,Sony Computer Entertainment,Media Molecule,9.4,5.85,2.8,2.01,0.17,0.87,28th Oct 08
286,Riven: The Sequel to Myst,PC,Red Orb,Cyan Worlds,,2.43,1.52,0.82,,0.1,29th Oct 97
287,Professor Layton and the Curious Village,DS,Nintendo,Level 5,8.7,5.2,1.21,2.44,1.03,0.51,10th Feb 08
288,Spider-Man: The Movie,PS2,Activision,Treyarch,8.2,4.48,2.71,1.51,0.03,0.23,15th Apr 02
289,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive,Bethesda Softworks,9.2,4.47,2.89,1.03,0.13,0.41,07th Jul 09
290,The Legend of Zelda: The Wind Waker,GC,Nintendo,Nintendo EAD,9.6,4.6,2.6,0.99,0.89,0.13,26th Mar 03
291,Tony Hawk's Pro Skater 3,PS2,Activision,Neversoft Entertainment,9.1,4.41,2.66,1.29,0.01,0.46,28th Oct 01
292,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami,Konami Computer Entertainment Tokyo,8.8,4.39,0.1,2.39,1.05,0.86,06th Feb 07
293,Zelda II: The Adventure of Link,NES,Nintendo,Nintendo EAD,,4.38,2.19,0.5,1.61,0.08,01st Sep 88
294,Michael Jackson: The Experience,Wii,Ubisoft,Ubisoft Montpellier,5.6,4.37,2.64,1.33,0.01,0.39,23rd Nov 10
295,Tom Clancy's The Division,PS4,Ubisoft,Massive Entertainment,,4.37,1.49,2.04,0.16,0.69,08th Mar 16
296,Need for Speed: Most Wanted,PS2,Electronic Arts,EA Canada,8.6,4.37,2.03,1.79,0.08,0.47,15th Nov 05
297,Tom Clancy's Rainbow Six: Siege,PS4,Ubisoft,Ubisoft Montreal,,4.36,1.29,2.06,0.36,0.64,01st Dec 15
298,Call of Duty: Advanced Warfare,X360,Activision,High Moon Studios,9.1,4.34,2.81,1.13,0.0,0.41,04th Nov 14
299,Watch Dogs,PS4,Ubisoft,Ubisoft Montreal,,4.32,1.4,2.13,0.11,0.68,27th May 14
300,Animal Crossing: City Folk,Wii,Nintendo,Nintendo EAD,7.1,4.65,1.84,1.13,1.32,0.36,16th Nov 08
301,Asteroids,2600,Atari,Atari,,4.31,4.0,0.26,,0.05,01st Jan 81
302,Dragon Quest VII,PS,Enix,Heart Beat,8.0,4.47,0.2,0.14,4.1,0.02,01st Nov 01
303,Just Dance,Wii,Ubisoft,Ubisoft Paris,5.4,7.21,3.48,2.99,,0.73,17th Nov 09
304,Monster Hunter Generations,3DS,Capcom,Capcom,8.8,3.56,0.42,0.26,2.82,0.07,15th Jul 16
305,Batman: Arkham Asylum,PS3,Eidos Interactive,Rocksteady Studios,9.0,4.28,2.26,1.33,0.07,0.63,25th Aug 09
306,Call of Duty: Advanced Warfare,PS3,Activision,High Moon Studios,9.1,4.27,1.59,1.81,0.2,0.67,04th Nov 14
307,God of War II,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,9.3,4.07,2.32,0.04,0.04,1.67,13th Mar 07
308,Namco Museum,GBA,Namco,Mass Media,,4.24,3.0,1.11,0.05,0.07,10th Jun 01
309,Super Paper Mario,Wii,Nintendo,Intelligent Systems,8.5,3.73,1.95,0.87,0.59,0.32,09th Apr 07
310,Assassin's Creed: Revelations,PS3,Ubisoft,Ubisoft Montreal,8.8,4.23,1.41,2.03,0.1,0.69,15th Nov 11
311,Assassin's Creed: Revelations,X360,Ubisoft,Ubisoft Montreal,7.9,4.22,2.28,1.47,0.04,0.44,15th Nov 11
312,FIFA Soccer 06,PS2,EA Sports,EA Canada,8.4,4.21,0.78,2.55,0.04,0.84,04th Oct 05
313,Monster Hunter 4 Ultimate,3DS,Capcom,Capcom,8.8,3.96,0.72,0.49,2.63,0.12,13th Feb 15
314,Street Fighter IV,PS3,Capcom,Capcom / Dimps Corporation,9.3,4.19,2.04,1.05,0.59,0.52,17th Feb 09
315,FIFA Soccer 12,X360,EA Sports,EA Canada,9.2,4.18,0.85,2.79,0.02,0.52,27th Sep 11
316,Call of Duty: Ghosts,PS4,Activision,Infinity Ward,7.5,4.17,1.79,1.64,0.05,0.69,15th Nov 13
317,Teenage Mutant Ninja Turtles,NES,Ultra Games,Konami,5.9,4.17,3.38,0.44,0.31,0.04,01st Jun 89
318,Excitebike,NES,Nintendo,Nintendo R&D1,,4.16,2.04,0.48,1.57,0.07,18th Oct 85
319,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Nintendo EAD,9.3,3.57,1.53,1.31,0.47,0.26,22nd Nov 13
320,Frogger,PS,Hasbro Interactive,Millenium Interactive,,4.16,3.79,0.27,,0.11,30th Sep 97
321,Star Wars Battlefront (2015),XOne,Electronic Arts,EA DICE,6.9,4.15,2.49,1.26,0.02,0.38,17th Nov 15
322,FIFA 14,X360,EA Sports,EA Canada,,4.15,0.94,2.92,0.01,0.29,24th Sep 13
323,Madden NFL 2003,PS2,EA Sports,EA Tiburon,9.4,4.14,3.36,0.21,0.01,0.56,12th Aug 02
324,Assassin's Creed: Unity,PS4,Ubisoft,Ubisoft Montreal,,4.14,1.25,2.16,0.09,0.65,11th Nov 14
325,Destiny 2,PS4,Activision,Bungie,,4.14,1.92,1.44,0.1,0.69,06th Sep 17
326,Super Mario World 2: Yoshi's Island,SNES,Nintendo,Nintendo EAD,9.0,4.12,1.65,0.61,1.76,0.09,04th Oct 95
327,Batman: Arkham Knight,PS4,Warner Bros. Interactive,Rocksteady Studios,8.1,4.11,1.65,1.68,0.11,0.66,23rd Jun 15
328,FIFA 07 Soccer,PS2,EA Sports,Team Fusion,8.4,4.11,0.71,2.48,0.03,0.89,03rd Oct 06
329,The Sims 4,PC,Electronic Arts,Maxis,7.0,4.1,1.2,2.6,,0.3,02nd Sep 14
330,Monster Hunter 4,3DS,Capcom,Capcom,,3.44,,,3.44,,14th Sep 13
331,Street Fighter II Turbo,SNES,Capcom,Capcom,9.0,4.1,1.42,0.51,2.1,0.07,01st Aug 93
332,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,Naughty Dog,8.6,7.58,3.78,2.17,1.31,0.31,31st Oct 97
333,Fallout: New Vegas,X360,Bethesda Softworks,Obsidian Entertainment,8.2,4.08,2.67,1.03,0.04,0.34,19th Oct 10
334,Assassin's Creed Origins,PS4,Ubisoft,Ubisoft Montreal,,4.06,1.22,2.11,0.11,0.63,27th Oct 17
335,Far Cry 4,PS4,Ubisoft,Ubisoft Montreal,8.4,4.06,1.18,2.14,0.11,0.63,18th Nov 14
336,Carnival Games,Wii,Global Star Software,Cat Daddy Games,4.2,4.06,2.12,1.47,0.05,0.42,28th Aug 07
337,World Soccer Winning Eleven 9,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,4.06,0.12,2.26,0.9,0.77,07th Feb 06
338,Forza Motorsport 2,X360,Microsoft Game Studios,Turn 10 Studios,9.1,4.05,2.35,1.27,0.03,0.41,29th May 07
339,Namco Museum Vol.3,PS,Namco,Namco,,4.05,2.28,1.55,0.16,0.06,31st Jan 97
340,Tekken Tag Tournament,PS2,Namco,Namco,8.7,4.05,1.68,1.51,0.51,0.35,25th Oct 00
341,Super Mario Maker,WiiU,Nintendo,Nintendo EAD,8.8,3.45,1.27,0.94,1.03,0.21,11th Sep 15
342,Golf,NES,Nintendo,Nintendo,,4.01,1.22,0.28,2.46,0.04,18th Oct 85
343,EyeToy Play,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,4.2,0.88,2.3,0.2,0.83,04th Nov 03
344,Monster Hunter: World,PS4,Capcom,Capcom,9.3,4.67,1.03,1.06,2.17,0.42,26th Jan 18
345,Pitfall!,2600,Activision,Activision,,4.5,4.21,0.24,,0.05,20th Apr 82
346,Star Fox 64,N64,Nintendo,Nintendo EAD,9.0,4.03,2.78,0.58,0.64,0.04,01st Jul 97
347,World of Warcraft: Wrath of the Lich King,PC,Blizzard Entertainment,Blizzard Entertainment,9.3,1.32,0.01,0.13,,1.18,13th Nov 08
348,Fallout 3,PS3,Bethesda Softworks,Bethesda Game Studios,8.8,4.0,2.18,1.15,0.07,0.61,28th Oct 08
349,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Bethesda Game Studios,9.2,3.99,1.18,2.25,,0.56,11th Nov 11
350,Namco Museum: 50th Anniversary,PS2,Namco,Digital Eclipse,,3.98,2.08,1.35,,0.54,30th Aug 05
351,NBA 2K16,PS4,2K Sports,Visual Concepts,8.7,3.98,2.56,0.66,0.05,0.71,29th Sep 15
352,Far Cry 5,PS4,Ubisoft,Ubisoft,7.9,3.95,1.44,1.73,0.15,0.62,27th Mar 18
353,Battlefield 4,PS4,Electronic Arts,EA DICE,8.3,3.94,1.4,1.74,0.19,0.62,15th Nov 13
354,Assassin's Creed IV: Black Flag,PS3,Ubisoft,Ubisoft Montreal,8.7,3.94,1.34,1.86,0.13,0.62,29th Oct 13
355,EA Sports Active,Wii,EA Sports,EA Vancouver,8.3,3.93,2.11,1.35,0.06,0.4,19th May 09
356,Donkey Kong Land,GB,Nintendo,Rare Ltd.,,3.91,1.97,0.76,1.07,0.11,26th Jul 95
357,English Training: Have Fun Improving Your Skills!,DS,Nintendo,Plato,,3.33,,0.99,2.32,0.02,27th Oct 06
358,Dragon Quest III,NES,Enix,ChunSoft,,3.87,0.1,,3.77,0.0,01st Mar 92
359,Tony Hawk's Underground,PS2,Activision,Neversoft Entertainment,8.7,3.9,2.29,1.17,0.01,0.42,27th Oct 03
360,Just Dance 2014,Wii,Ubisoft,Ubisoft Paris,7.4,3.89,1.91,1.66,,0.33,08th Oct 13
361,Professor Layton and the Diabolical Box,DS,Nintendo,Level 5,8.5,3.95,0.9,1.76,0.92,0.37,24th Aug 09
362,Sports Champions,PS3,Sony Computer Entertainment,SCE San Diego Studio,7.6,3.88,2.15,1.13,0.1,0.5,17th Sep 10
363,World Soccer Winning Eleven 8 International,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,3.85,0.16,1.89,1.12,0.68,01st Feb 05
364,Namco Museum Vol.1,PS,Namco,Namco,,3.84,2.12,1.44,0.22,0.06,31st Jul 96
365,The Legend of Zelda: Link's Awakening,GB,Nintendo,Nintendo EAD,,3.83,2.21,0.96,0.54,0.13,01st Aug 93
366,Resident Evil VII: Biohazard,PS4,Capcom,Capcom,8.6,3.31,0.88,1.56,0.41,0.46,24th Jan 17
367,Monster Hunter Freedom Unite,PSP,Capcom,Capcom Production Studio 1,7.7,5.5,0.47,0.57,4.13,0.34,23rd Jun 09
368,Gran Turismo Sport,PS4,Sony Interactive Entertainment,Polyphony Digital,,3.77,0.63,2.35,0.24,0.54,17th Oct 17
369,LEGO Indiana Jones: The Original Adventures,X360,LucasArts,Traveller's Tales,7.5,3.76,2.4,1.01,,0.36,03rd Jun 08
370,The Sims: Unleashed,PC,Electronic Arts,Maxis,7.3,3.76,2.03,1.56,,0.17,23rd Sep 02
371,Tomodachi Collection,DS,Nintendo,Nintendo SPD Group No.1,,3.67,,,3.67,,18th Jun 09
372,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,High Impact Games,8.5,3.75,1.4,1.4,0.1,0.86,13th Feb 07
373,Pokémon Trading Card Game,GB,Nintendo,Hudson Soft,8.3,3.7,1.49,0.73,1.38,0.1,10th Apr 00
374,Ratchet & Clank,PS2,Sony Computer Entertainment,Insomniac Games,,3.33,1.44,1.01,0.57,0.3,07th Nov 02
375,FIFA 17,XOne,Electronic Arts,EA Canada,8.8,3.71,1.04,2.4,,0.27,27th Sep 16
376,FIFA Soccer 2005,PS2,EA Sports,EA Canada,8.4,3.7,0.58,2.48,0.04,0.59,12th Oct 04
377,Super Mario Maker,3DS,Nintendo,Nintendo,7.3,3.23,0.78,1.04,1.25,0.16,02nd Dec 16
378,The Legend of Zelda: Skyward Sword,Wii,Nintendo,Nintendo EAD,9.4,3.96,2.03,1.18,0.37,0.39,20th Nov 11
379,Tony Hawk's Pro Skater 4,PS2,Activision,Neversoft Entertainment,9.6,3.67,2.13,1.18,0.01,0.35,23rd Oct 02
380,Midnight Club 3: DUB Edition,PSP,Rockstar Games,Rockstar Leeds,7.2,3.66,1.65,1.22,,0.79,27th Jun 05
381,MySims,DS,Electronic Arts,EA Redwood Shores,6.7,3.66,1.58,1.6,0.08,0.4,18th Sep 07
382,Banjo-Kazooie,N64,Nintendo,Rare Ltd.,9.3,3.65,1.87,1.13,0.55,0.1,31st May 98
383,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,Zipper Interactive,8.0,3.65,2.53,0.81,0.06,0.24,27th Aug 02
384,Battlefield 4,PS3,Electronic Arts,EA DICE,8.7,3.64,1.31,1.5,0.27,0.55,29th Oct 13
385,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,Naughty Dog,9.0,3.64,2.08,1.09,0.15,0.33,04th Dec 01
386,Pokémon Snap,N64,Nintendo,HAL Laboratory,7.9,3.63,2.23,0.68,0.66,0.06,30th Jun 99
387,Pro Evolution Soccer 2008,PS2,Konami,Konami,8.2,3.63,0.05,0.0,0.64,2.93,11th Mar 08
388,FIFA Soccer 10,PS3,EA Sports,EA Canada,9.0,3.63,0.6,2.46,0.05,0.52,20th Oct 09
389,Guitar Hero: World Tour,Wii,Activision,Vicarious Visions,8.4,3.62,2.32,0.96,,0.34,26th Oct 08
390,Star Wars Battlefront,PS2,LucasArts,Pandemic Studios,8.1,3.61,1.93,1.22,0.03,0.44,20th Sep 04
391,Doom II,PC,GT Interactive,id Software,9.3,3.61,2.05,1.4,,0.16,30th Sep 94
392,The Simpsons: Road Rage,PS2,Electronic Arts,Radical Entertainment,6.1,3.61,2.02,1.17,,0.42,24th Nov 01
393,Metal Gear Solid 3: Snake Eater,PS2,Konami,KCEJ / Kojima Productions,9.0,4.23,1.46,0.0,0.83,1.93,17th Nov 04
394,Assassin's Creed Syndicate,PS4,Ubisoft,Ubisoft Quebec,8.6,3.6,0.9,2.06,0.08,0.55,23rd Oct 15
395,Star Wars Battlefront II,PS2,LucasArts,Pandemic Studios,8.5,3.59,2.18,1.02,0.03,0.37,01st Nov 05
396,Assassin's Creed: Unity,XOne,Ubisoft,Ubisoft Montreal,,3.58,2.34,0.9,0.0,0.34,11th Nov 14
397,Cooking Mama 2: Dinner With Friends,DS,Majesco,Office Create,6.9,3.58,1.6,1.49,0.1,0.39,13th Nov 07
398,WWF SmackDown!,PS,THQ,Yuke's,,3.58,2.01,1.35,0.06,0.16,01st Mar 00
399,Croc: Legend of the Gobbos,PS,Fox Interactive,Argonaut Games,7.6,3.56,1.57,1.79,,0.2,29th Sep 97
400,Battlefield 4,X360,Electronic Arts,EA DICE,8.7,3.54,2.16,1.05,0.02,0.32,29th Oct 13
401,Grand Theft Auto: Liberty City Stories,PS2,Rockstar Games,Rockstar Leeds,8.3,3.54,1.56,1.4,0.07,0.5,06th Jun 06
402,The Getaway,PS2,Sony Computer Entertainment,Team Soho,7.7,3.54,1.23,1.77,0.05,0.49,19th Jan 03
403,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,Core Design Ltd.,8.2,3.54,1.66,1.58,0.12,0.18,21st Nov 98
404,Batman: Arkham Asylum,X360,Eidos Interactive,Rocksteady Studios,9.1,3.54,2.24,0.95,0.02,0.33,25th Aug 09
405,Assassin's Creed: Brotherhood,X360,Ubisoft,Ubisoft Montreal,9.1,3.53,2.87,0.39,0.03,0.25,16th Nov 10
406,James Bond 007: Agent Under Fire,PS2,Electronic Arts,EA Redwood Shores,,3.53,1.9,1.13,0.1,0.41,13th Nov 01
407,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,Traveller's Tales,7.9,3.53,1.98,1.14,0.01,0.41,02nd Apr 05
408,Resident Evil 5,X360,Capcom,Capcom,8.6,3.53,2.13,0.93,0.12,0.34,13th Mar 09
409,Rugrats in Paris: The Movie,PS,THQ,Avalanche Software,,3.52,1.96,1.33,,0.23,29th Oct 00
410,NBA 2K17,PS4,2K Sports,Visual Concepts,9.0,3.52,2.28,0.59,0.03,0.63,16th Sep 16
411,FIFA Soccer 11,X360,EA Sports,EA Canada,8.7,3.52,0.71,2.39,0.02,0.4,28th Sep 10
412,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,Rare Ltd.,8.8,3.51,1.17,0.5,1.75,0.08,22nd Nov 96
413,Fable II,X360,Microsoft Game Studios,Lionhead Studios,9.0,4.28,2.51,1.24,0.11,0.41,21st Oct 08
414,Kung Fu,NES,Nintendo,Irem Software Engineering,,3.5,1.64,0.38,1.42,0.06,01st Oct 85
415,Resident Evil 3: Nemesis,PS,Capcom,Capcom,9.4,3.72,1.3,0.77,1.54,0.11,11th Nov 99
416,World of Warcraft: The Burning Crusade,PC,Blizzard Entertainment,Blizzard Entertainment,9.2,4.09,2.57,1.52,,,16th Jan 07
417,FIFA Soccer 2004,PS2,EA Sports,EA Canada,8.0,3.49,0.59,2.36,0.04,0.51,04th Nov 03
418,Pokémon Mystery Dungeon: Blue Rescue Team,DS,Nintendo,ChunSoft,6.3,2.03,1.15,0.05,0.83,,18th Sep 06
419,Mortal Kombat X,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,,3.49,1.94,0.94,,0.61,14th Apr 15
420,Battlefield: Bad Company 2,X360,Electronic Arts,EA Digital Illusions CE,9.0,3.48,2.11,1.01,0.04,0.33,02nd Mar 10
421,Borderlands,X360,2K Games,Gearbox Software,8.3,3.48,2.43,0.72,0.03,0.3,20th Oct 09
422,Animal Crossing: Happy Home Designer,3DS,Nintendo,Nintendo EAD,6.6,3.41,0.71,1.1,1.45,0.15,25th Sep 15
423,Mario & Sonic at the Olympic Winter Games,DS,Sega,Sega,7.6,3.47,1.21,1.63,0.27,0.37,13th Oct 09
424,Guitar Hero: On Tour,DS,Activision,Vicarious Visions,7.1,3.46,2.1,1.01,0.01,0.35,22nd Jun 08
425,Dragon Ball Z: Budokai,PS2,Atari,Dimps Corporation,,3.09,2.17,0.28,0.55,0.08,03rd Dec 02
426,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,Insomniac Games,8.7,3.52,2.14,1.21,0.01,0.17,31st Oct 99
427,Halo: The Master Chief Collection,XOne,Microsoft Studios,343 Industries,,3.44,2.06,1.04,0.03,0.31,11th Nov 14
428,LEGO Batman: The Videogame,X360,Warner Bros. Interactive,Traveller's Tales,7.5,3.44,2.07,1.04,,0.34,23rd Sep 08
