Game_Rank,Name,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Release_Date
841,"The Sims: House Party",PC,Maxis,Maxis,0.0,2.160,1.230,0.830,0.000,0.100,2001-03-26
842,"Your Shape featuring Jenny McCarthy",Wii,Ubisoft,Ubisoft,6.0,2.160,1.500,0.460,0.000,0.190,2009-11-24
843,"Syphon Filter 2",PS,"989 Studios",Eidetic,0.0,2.150,1.500,0.550,0.020,0.080,2000-02-29
844,"Battlefield: Hardline",PS4,"Electronic Arts","EA DICE",0.0,2.150,0.720,0.970,0.140,0.330,2015-03-17
845,"Mario & Luigi: Superstar Saga",GBA,Nintendo,"AlphaDream Corporation",8.8,2.170,1.480,0.170,0.470,0.060,2003-11-17
846,Volleyball,NES,Nintendo,"Nintendo R&D1",0.0,2.150,0.140,0.030,1.980,0.000,1987-03-01
847,Mahjong,NES,Nintendo,Nintendo,0.0,2.140,0.010,0.000,2.130,0.000,1983-08-27
848,"Mario & Sonic at the Olympic Games",Wii,Sega,Sega,7.2,8.000,2.570,3.870,0.660,0.900,2007-11-06
849,"R.C. Pro-Am",NES,Nintendo,"Rare Ltd.",0.0,2.070,1.180,0.520,0.370,0.000,1988-02-01
850,"SimCity 2000",PC,Maxis,Maxis,8.0,2.140,1.200,0.840,0.000,0.100,1993-01-01
851,"Super Mario RPG: Legend of the Seven Stars",SNES,Nintendo,SquareSoft,0.0,2.140,0.660,0.000,1.450,0.030,1996-05-13
852,"Call of Duty: Roads to Victory",PSP,Activision,"Amaze Entertainment",6.1,2.140,0.520,1.030,0.000,0.590,2007-03-13
853,"Demon Attack",2600,Imagic,Imagic,0.0,2.130,1.990,0.120,0.000,0.020,1982-01-01
854,"Dance Dance Revolution Extreme",PS2,Konami,"Konami Computer Entertainment Tokyo",0.0,2.130,1.040,0.810,0.000,0.270,2004-09-21
855,"NBA 2K12",PS3,"2K Sports","Visual Concepts",9.0,2.130,1.620,0.270,0.050,0.180,2011-10-04
856,Borderlands,PS3,"2K Games","Gearbox Software",8.2,2.120,1.220,0.610,0.000,0.290,2009-10-20
857,"Mortal Kombat (2011)",X360,"Warner Bros. Interactive Entertainment","NetherRealm Studios",8.6,2.120,1.640,0.310,0.000,0.170,2011-04-19
858,"Resistance: Fall of Man",PS3,"Sony Computer Entertainment","Insomniac Games",8.5,4.370,1.740,1.720,0.140,0.760,2006-11-14
859,"Project Gotham Racing",XB,Microsoft,"Bizarre Creations",8.4,2.120,1.370,0.610,0.050,0.090,2001-11-14
860,Golf,GB,Nintendo,Nintendo,0.0,2.120,0.830,0.330,0.920,0.040,1990-02-01
861,"NBA 2K11",X360,"2K Sports","Visual Concepts",8.8,2.110,1.860,0.120,0.010,0.130,2010-10-05
862,"Tony Hawk's Pro Skater",N64,Activision,"Edge of Reality",9.3,2.110,1.680,0.400,0.000,0.030,2000-02-29
863,"PES 2009: Pro Evolution Soccer",PS3,Konami,Konami,7.7,2.110,0.110,1.340,0.400,0.260,2008-11-11
864,"Need for Speed: Hot Pursuit 2",PS2,"Electronic Arts","EA Seattle",8.7,2.110,1.680,0.310,0.020,0.090,2002-10-01
865,"Scooby-Doo! Night of 100 Frights",PS2,THQ,"Heavy Iron Studios",0.0,2.100,1.170,0.720,0.000,0.220,2002-05-20
866,"Killzone: Shadow Fall",PS4,"Sony Computer Entertainment","Guerrilla Games",9.0,3.020,0.890,1.580,0.080,0.470,2013-11-15
867,"Kirby: Nightmare in Dream Land",GBA,Nintendo,"HAL Laboratory",8.1,2.270,1.220,0.100,0.910,0.040,2002-12-02
868,"Onimusha 2: Samurai's Destiny",PS2,Capcom,Capcom,8.5,2.250,0.620,0.440,1.060,0.130,2002-08-28
869,"Battlefield 4",XOne,"Electronic Arts","EA DICE",0.0,2.090,1.260,0.650,0.000,0.190,2013-11-22
870,"Need for Speed: Most Wanted 5-1-0",PSP,"Electronic Arts","EA Black Box",7.4,2.090,1.770,0.130,0.020,0.170,2005-11-15
871,"Just Dance 2015",Wii,Ubisoft,"Ubisoft Paris",0.0,2.090,1.000,0.910,0.000,0.180,2014-10-21
872,"Finding Nemo",PS2,THQ,"Traveller's Tales",0.0,2.090,1.260,0.600,0.050,0.180,2003-05-09
873,"Madden NFL 15",X360,"EA Sports","EA Tiburon",0.0,2.090,1.800,0.060,0.000,0.220,2014-08-26
874,"Grand Theft Auto: Episodes from Liberty City",PS3,"Rockstar Games","Rockstar North",9.0,2.090,0.620,0.990,0.130,0.340,2010-04-13
875,"Tetris Worlds",PS2,THQ,"Blue Planet Software",0.0,2.080,1.110,0.710,0.000,0.270,2002-03-20
876,"Sim Theme Park",PC,"Electronic Arts","Bullfrog Productions",8.1,2.080,2.040,0.040,0.000,0.000,1999-10-31
877,"Rock Band",Wii,"MTV Games","Harmonix Music Systems",8.2,2.080,1.330,0.560,0.000,0.200,2008-06-22
878,"Portal 2",X360,Valve,"Valve Software",9.6,2.080,1.410,0.490,0.010,0.170,2011-04-19
879,"Mario Party 7",GC,Nintendo,"Hudson Soft",6.0,1.570,0.950,0.110,0.460,0.040,2005-11-07
880,"Wipeout: The Game",Wii,Activision,Endemol,0.0,2.080,1.940,0.000,0.000,0.140,2010-06-22
881,"Metal Gear Solid: Peace Walker",PSP,Konami,"Kojima Productions",8.6,2.080,0.460,0.420,0.960,0.250,2010-06-08
882,"Spec Ops: Airborne Commando",PS,"Gotham Games","Big Grub",0.0,2.070,1.540,0.460,0.000,0.080,2002-10-31
883,"Dance Dance Revolution: Hottest Party",Wii,Konami,Bemani,0.0,2.070,1.350,0.530,0.000,0.190,2007-09-25
884,"The Sims 2: Pets",DS,"Electronic Arts",Maxis,4.8,2.070,0.920,0.930,0.000,0.220,2006-10-31
885,"Rise of the Tomb Raider",PS4,"Square Enix","Crystal Dynamics",0.0,2.070,0.610,1.080,0.050,0.320,2016-10-11
886,"UFC 2009 Undisputed",X360,THQ,"Yuke's Osaka",8.4,2.070,1.480,0.390,0.000,0.190,2009-05-19
887,"Yu-Gi-Oh! The Eternal Duelist Soul",GBA,Konami,"Konami Computer Entertainment Japan",0.0,2.070,1.640,0.360,0.000,0.070,2002-10-15
888,"LittleBigPlanet 3",PS4,"Sony Computer Entertainment","Sumo Digital",0.0,2.060,0.780,0.930,0.010,0.340,2014-11-18
889,"Professor Layton and the Last Specter",DS,Nintendo,"Level 5",8.4,2.680,0.280,1.410,0.680,0.320,2011-10-17
890,"The Incredibles",GBA,THQ,Helixe,5.4,2.060,1.150,0.770,0.040,0.100,2004-10-31
891,"Call of Duty 2",X360,Activision,"Infinity Ward",8.8,2.060,1.840,0.040,0.010,0.160,2005-11-17
892,"Hitman: Absolution",PS3,"Square Enix","IO Interactive",0.0,2.060,0.590,1.080,0.070,0.320,2012-11-20
893,"Toy Story 3: The Video Game",DS,"Disney Interactive Studios","Avalanche Software",0.0,2.060,0.890,0.950,0.020,0.210,2010-06-15
894,"R4: Ridge Racer Type 4",PS,Namco,Namco,9.1,2.060,0.680,0.460,0.790,0.130,1999-05-04
895,"Tom Clancy's Splinter Cell: Conviction",X360,Ubisoft,"Ubisoft Montreal",8.6,2.060,1.200,0.620,0.040,0.190,2010-04-13
896,"Need for Speed: Undercover",PS3,"Electronic Arts","EA Vancouver",5.9,2.060,0.630,1.010,0.050,0.380,2008-11-17
897,"Need for Speed: ProStreet",X360,"Electronic Arts","EA Black Box",7.1,2.050,1.040,0.790,0.010,0.210,2007-11-15
898,"The Elder Scrolls Online: Tamriel Unlimited",PS4,"Bethesda Softworks","ZeniMax Online Studios",0.0,2.050,0.740,0.980,0.000,0.330,2015-06-09
899,"Mortal Kombat vs DC Universe",PS3,"Midway Games","Midway Amusement Games",7.6,2.050,1.520,0.290,0.000,0.250,2008-11-16
900,"NBA Jam",GEN,"Arena Entertainment","Iguana Entertainment",0.0,2.050,1.750,0.250,0.000,0.050,1993-01-01
901,"Xenoblade Chronicles 2",NS,Nintendo,"Monolith Soft",8.2,1.400,0.550,0.520,0.240,0.100,2017-12-01
902,"Famista '89 - Kaimaku Han!!",NES,Namco,Namco,0.0,2.050,0.000,0.000,2.050,0.000,1989-07-28
903,"Dark Souls",PS3,"Namco Bandai","From Software",9.0,2.050,0.750,0.530,0.540,0.220,2011-10-04
904,"Middle-Earth: Shadow of War",PS4,"Warner Bros. Interactive Entertainment","Monolith Productions",0.0,2.040,0.820,0.840,0.060,0.330,2017-10-10
905,"SOCOM: U.S. Navy SEALs: Combined Assault",PS2,"Sony Computer Entertainment","Zipper Interactive",0.0,2.040,1.740,0.020,0.000,0.280,2006-11-07
906,"Need for Speed: ProStreet",PS3,"Electronic Arts","EA Black Box",7.2,2.040,0.730,0.910,0.040,0.360,2007-11-13
907,"Madden NFL 25",PS3,"Electronic Arts","EA Tiburon",7.5,2.040,1.620,0.030,0.000,0.380,2013-08-27
908,"Carnival Games",DS,"2K Play","Cat Daddy Games",0.0,2.040,1.220,0.630,0.000,0.190,2008-07-08
909,"Peter Jackson's King Kong: The Official Game of the Movie",PS2,Ubisoft,"Ubisoft Montpellier",0.0,2.040,0.710,1.020,0.000,0.310,2005-11-21
910,"Dead or Alive 3",XB,Tecmo,"Team Ninja",8.3,1.770,1.190,0.290,0.240,0.060,2001-11-14
911,"PGR4 - Project Gotham Racing 4",X360,"Microsoft Game Studios","Bizarre Creations",8.6,2.040,0.480,1.280,0.020,0.250,2007-10-02
912,"Dance Central 2",X360,Microsoft,"Harmonix Music Systems",8.6,2.040,1.450,0.410,0.010,0.160,2011-10-25
913,"Dragon Quest XI: Echoes of an Elusive Age",PS4,"Square Enix","Square Enix",9.5,2.040,0.290,0.220,1.430,0.100,2018-09-04
914,"NBA 2K17",XOne,"2K Sports","Visual Concepts",8.8,2.040,1.700,0.120,0.000,0.210,2016-09-16
915,"Skate 3",PS3,"EA Sports","EA Black Box",0.0,2.030,0.790,0.930,0.000,0.320,2010-05-11
916,"1080°: TenEighty Snowboarding",N64,Nintendo,"Nintendo EAD",9.1,2.030,1.250,0.610,0.130,0.050,1998-03-31
917,"Mario Hoops 3 on 3",DS,Nintendo,"Square Enix",7.1,1.610,0.980,0.040,0.490,0.090,2006-09-11
918,"Yoshi's New Island",3DS,Nintendo,Arzest,0.0,1.660,0.510,0.740,0.290,0.110,2014-03-14
919,"Rayman Raving Rabbids: TV Party",Wii,Ubisoft,"Ubisoft Paris",7.1,2.030,0.720,1.080,0.000,0.230,2008-11-18
920,"NBA Live 2004",PS2,"EA Sports","EA Canada",0.0,2.030,1.570,0.180,0.000,0.270,2003-10-14
921,"The Sims 3",PS3,"Electronic Arts","The Sims Studio",8.1,2.030,0.730,0.960,0.020,0.310,2010-10-26
922,"LEGO City Undercover: The Chase Begins",3DS,Nintendo,"TT Fusion",6.2,1.740,0.540,0.990,0.080,0.120,2013-04-21
923,"Onimusha: Warlords",PS2,Capcom,Flagship,8.7,2.700,0.990,0.480,1.090,0.140,2001-03-13
924,"Just Dance 3",X360,Ubisoft,"Ubisoft Paris",5.5,2.020,1.470,0.390,0.000,0.160,2011-10-07
925,"Rocket League",PS4,"505 Games","Psyonix Studios",8.7,2.020,0.370,1.340,0.000,0.310,2016-07-05
926,"NBA 2K18",XOne,"2K Sports","Visual Concepts",7.7,2.020,1.670,0.140,0.000,0.210,2017-09-19
927,"Call of Duty: Black Ops 3",X360,Activision,Treyarch,0.0,2.010,1.360,0.470,0.000,0.190,2015-11-06
928,"Need for Speed: The Run",PS3,"Electronic Arts","EA Black Box",6.3,2.010,0.580,1.050,0.030,0.350,2011-11-15
929,"Donkey Kong Country: Tropical Freeze",WiiU,Nintendo,"Retro Studios",8.8,1.710,0.740,0.680,0.160,0.130,2014-02-21
930,"Dead Space",PS3,"Electronic Arts","EA Redwood Shores",8.9,2.000,1.050,0.660,0.000,0.290,2008-10-13
931,"Beyond: Two Souls",PS3,"Sony Computer Entertainment","Quantic Dream",0.0,1.700,0.520,0.860,0.060,0.260,2013-10-08
932,Bloodborne,PS4,"Sony Computer Entertainment","From Software",8.2,3.110,1.300,1.050,0.280,0.480,2015-03-24
933,"Command & Conquer: Red Alert",PC,"Virgin Interactive","Westwood Studios",9.3,2.850,1.370,1.340,0.000,0.140,1996-11-01
934,"Deca Sports",Wii,"Hudson Soft",CAProduction,5.3,2.500,1.110,0.860,0.290,0.250,2008-05-13
935,"Diablo II: Lord of Destruction",PC,"Blizzard Entertainment","Blizzard North",0.0,1.060,1.030,0.030,0.000,0.000,2001-06-27
936,"Disney Epic Mickey",Wii,"Disney Interactive Studios","Junction Point Studios",7.0,3.020,2.040,0.630,0.120,0.230,2010-11-30
937,"Dragon Ball Z: Budokai Tenkaichi",PS2,Atari,Spike,0.0,1.660,0.960,0.120,0.540,0.040,2005-10-18
938,"Dragon Quest Monsters: Joker 2",DS,Nintendo,"TOSE Software",8.1,1.420,0.090,0.070,1.240,0.020,2011-09-19
939,"Dragon Warrior",NES,Nintendo,ChunSoft,0.0,2.520,0.490,0.000,0.520,1.510,1989-08-01
940,Driveclub,PS4,"Sony Computer Entertainment","Evolution Studios",7.2,2.370,0.370,1.630,0.020,0.360,2014-10-07
941,inFAMOUS,PS3,"Sony Computer Entertainment","Sucker Punch Productions",8.7,2.990,1.760,0.680,0.120,0.420,2009-05-26
942,"Mario + Rabbids: Kingdom Battle",NS,Ubisoft,"Ubisoft Milan",8.3,2.590,1.100,1.080,0.220,0.200,2017-08-29
943,"Resident Evil 4",Wii,Capcom,"Capcom Production Studio 4",9.2,1.460,1.260,0.060,0.140,0.000,2007-06-19
944,"Saints Row",X360,THQ,"Volition Inc.",8.0,2.180,1.170,0.770,0.020,0.220,2006-08-29
945,"Silent Hill",PS,Konami,KCET,8.9,1.600,0.710,0.480,0.300,0.100,1999-01-31
946,"SimCity (2013)",PC,"Electronic Arts",Maxis,0.0,1.380,0.480,0.790,0.000,0.110,2013-03-05
947,"Space Invaders",2600,Atari,Atari,0.0,2.530,2.360,0.140,0.000,0.030,1978-01-01
948,"Star Wars: The Old Republic",PC,"Electronic Arts","BioWare / LucasArts",8.4,2.970,1.590,1.010,0.000,0.370,2011-12-20
949,"Super Street Fighter II",SNES,Capcom,Capcom,0.0,2.000,0.520,0.160,1.290,0.030,1994-06-01
950,"WWE SmackDown! Here Comes the Pain",PS2,THQ,Yuke's,0.0,2.800,1.320,1.060,0.040,0.380,2003-10-27
951,"Your Shape: Fitness Evolved",X360,Ubisoft,"Ubisoft Montreal",7.0,1.320,0.790,0.410,0.000,0.120,2010-11-04
952,TouchMaster,DS,"Midway Games","Midway Studios San Diego",6.9,2.000,0.480,1.270,0.000,0.240,2007-06-25
953,"Mortal Kombat vs DC Universe",X360,"Midway Games","Midway Amusement Games",7.6,1.990,1.580,0.230,0.000,0.180,2008-11-16
954,"Tenchu: Stealth Assassins",PS,Activision,Acquire,8.8,1.990,0.950,0.640,0.270,0.130,1998-08-31
955,Tennis,GB,Nintendo,"Nintendo R&D1",0.0,1.990,0.750,0.300,0.900,0.040,1989-08-01
956,"Harry Potter and the Chamber of Secrets",GBA,"Electronic Arts","Eurocom Entertainment Software",7.2,1.990,1.210,0.640,0.050,0.090,2002-11-14
957,"Just Cause 3",PS4,"Square Enix","Avalanche Studios",7.5,1.980,0.530,1.070,0.090,0.300,2015-12-01
958,"Harry Potter and the Chamber of Secrets",PS,"Electronic Arts","Argonaut Games",0.0,1.980,0.750,1.090,0.020,0.120,2002-11-14
959,"Mario Sports Mix",Wii,Nintendo,"Square Enix",6.0,2.080,0.880,0.450,0.630,0.120,2011-02-07
960,SimCity,SNES,Nintendo,"Intelligent Systems",0.0,1.980,0.930,0.270,0.750,0.040,1991-09-10
961,"BioShock Infinite",X360,"2K Games","Irrational Games",0.0,1.970,1.220,0.550,0.020,0.180,2013-03-26
962,"Spyro: Enter the Dragonfly",PS2,"VU Games","Check Six Games",0.0,1.970,0.740,0.950,0.000,0.280,2002-11-03
963,"Resident Evil 6",X360,Capcom,Capcom,0.0,1.970,1.120,0.610,0.070,0.160,2012-10-02
964,"E.T.: The Extra Terrestrial",2600,Atari,Atari,0.0,1.970,1.840,0.110,0.000,0.020,1982-01-01
965,"Dishonored 2",PS4,"Bethesda Softworks","Arkane Studios",0.0,1.970,0.620,1.020,0.010,0.310,2016-11-10
966,"Hot Shots Golf: Open Tee",PSP,"Sony Computer Entertainment","Clap Hanz",8.4,1.960,0.500,0.500,0.630,0.330,2005-05-03
967,"Inazuma Eleven 2: Blizzard / Firestorm",DS,"Level 5","Level 5",0.0,1.400,0.000,0.200,1.180,0.020,2009-10-09
968,"Rad Racer",NES,Nintendo,SquareSoft,0.0,1.960,1.130,0.370,0.410,0.050,1987-01-01
969,Soccer,NES,Nintendo,"Iwasaki Electronics Co., Ltd.",0.0,1.960,0.180,0.230,1.530,0.020,1987-03-01
970,"Lego Marvel Super Heroes",PS3,"Warner Bros. Interactive Entertainment","Traveller's Tales",0.0,1.960,0.770,0.850,0.010,0.320,2013-10-22
971,"Tom Clancy's Rainbow Six: Vegas",X360,Ubisoft,"Ubisoft Montreal",8.8,1.950,1.090,0.650,0.020,0.200,2006-11-20
972,"Crash Nitro Kart",PS2,"VU Games","Vicarious Visions",0.0,1.950,0.740,1.010,0.000,0.200,2003-11-13
973,"Grand Theft Auto: San Andreas",XB,"Rockstar Games","Rockstar North",9.2,1.950,1.260,0.610,0.000,0.090,2005-06-07
974,"Pokémon Battle Revolution",Wii,Nintendo,"Genius Sonority Inc.",5.2,1.590,0.780,0.370,0.300,0.130,2007-06-25
975,"Star Wars: Dark Forces",PC,LucasArts,LucasArts,0.0,1.950,1.090,0.770,0.000,0.090,1995-02-28
976,"Call of Duty: Black Ops 3",PS3,Activision,Treyarch,0.0,1.950,0.650,0.920,0.070,0.300,2015-11-06
977,"Burnout Paradise",PS3,"Electronic Arts","Criterion Games",9.0,1.950,1.010,0.630,0.020,0.280,2008-01-22
978,"NBA Street Vol. 2",PS2,"EA Sports BIG","EA Canada",0.0,1.950,1.690,0.200,0.000,0.060,2003-04-28
979,"Forza Horizon",X360,"Microsoft Studios","Playground Games",0.0,1.940,0.820,0.940,0.040,0.160,2012-10-23
980,Destiny,X360,Activision,Unknown,0.0,1.940,1.320,0.440,0.000,0.190,2014-09-09
981,"Def Jam Vendetta",PS2,"EA Sports BIG","Aki Corporation",0.0,1.940,0.950,0.740,0.000,0.250,2003-03-31
982,"Who Wants to be a Millionaire",PC,"Disney Interactive Studios",Jellyvision,0.0,1.940,1.940,0.000,0.000,0.000,1999-11-23
983,Alleyway,GB,Nintendo,"Nintendo R&D1 / Intelligent Systems",0.0,1.940,0.960,0.380,0.550,0.050,1989-08-01
984,"Scooby Doo and the Cyber Chase",PS,THQ,Art,0.0,1.940,0.590,1.230,0.000,0.130,2001-10-04
985,"FIFA Soccer 09",X360,"Electronic Arts","EA Canada",8.7,1.940,0.490,1.260,0.010,0.180,2008-10-14
986,"Call of Duty: World at War",Wii,Activision,"EXAKT Entertainment",8.1,1.940,1.170,0.580,0.000,0.180,2008-11-10
987,"Jet Moto 2",PS,"Sony Computer Entertainment",SingleTrac,0.0,1.940,1.410,0.420,0.030,0.070,1997-10-31
988,"Tom Clancy's Ghost Recon",PS2,Ubisoft,"Red Storm Entertainment",0.0,1.940,1.420,0.400,0.000,0.120,2002-11-11
989,"X-Men Legends",PS2,Activision,"Raven Software",8.6,1.930,1.000,0.720,0.000,0.210,2004-09-21
990,"Mortal Kombat II",SNES,"Acclaim Entertainment","Sculptured Software",0.0,1.930,1.480,0.390,0.000,0.060,1994-01-01
991,"Virtua Fighter 2",SAT,Sega,Sega-AM2,0.0,1.930,0.340,0.260,1.300,0.030,1996-01-01
992,"The Legend of Zelda: Oracle of Ages",GBC,Nintendo,Flagship,9.4,1.920,0.920,0.530,0.410,0.060,2001-05-13
993,"Guitar Hero: World Tour",PS3,Activision,"Neversoft Entertainment",8.5,1.920,1.100,0.550,0.000,0.270,2008-10-26
994,"Red Faction",PS2,THQ,"Volition Inc.",9.1,1.920,0.760,0.960,0.000,0.200,2001-05-21
995,"The Sims: Makin' Magic",PC,"Electronic Arts",Maxis,0.0,1.920,1.030,0.800,0.000,0.090,2003-10-28
996,"MX Unleashed",PS2,THQ,"Rainbow Studios",0.0,1.920,0.940,0.730,0.000,0.250,2004-02-17
997,"Star Wars Battlefront II (2017)",XOne,"Electronic Arts","EA DICE",0.0,1.920,1.150,0.590,0.000,0.170,2017-11-17
998,"Need for Speed: Shift",X360,"Electronic Arts","Slightly Mad Studios",8.2,1.910,0.730,0.960,0.010,0.220,2009-09-15
999,"Lego Marvel Super Heroes",PS4,"Warner Bros. Interactive Entertainment","Traveller's Tales",0.0,1.910,0.590,1.000,0.010,0.300,2013-11-15
1000,"Mario Party 3",N64,Nintendo,"Hudson Soft",7.0,1.910,0.720,0.160,1.010,0.020,2001-05-06
